모델번호,시리얼,지역,자치구,행정동
SDOT001,V02Q1940554,roads_and_parks,Jung-gu,Dasan-dong
SDOT001,V02Q1940538,residential_area,Gwanak-gu,Yeomchang-dong
SDOT001,V02Q1940542,residential_area,Mapo-gu,Dohwa-dong
SDOT001,V02Q1940540,residential_area,Jung-gu,Myeong-dong
SDOT001,V02Q1940544,roads_and_parks,Jung-gu,Pil-dong
SDOT001,V02Q1940539,residential_area,Jongno-gu,Ihwa-dong
SDOT001,V02Q1940541,residential_area,Jung-gu,Sogong-dong
SDOT001,V02Q1940559,commercial_area,Yongsan-gu,Itaewon1(il)-dong
SDOT001,V02Q1940553,residential_area,Jung-gu,Pil-dong
SDOT001,V02Q1940548,residential_area,Gwanak-gu,Boramae-dong
SDOT001,V02Q1940545,residential_area,Seongdong-gu,Seongsu1ga2(i)-dong
SDOT001,V02Q1940552,residential_area,Gwanak-gu,Miseong-dong
SDOT001,V02Q1940555,residential_area,Gwanak-gu,Jungang-dong
SDOT001,V02Q1940543,commercial_area,Seodaemun-gu,Hongje3(sam)-dong
SDOT001,V02Q1940550,residential_area,Gwanak-gu,Jungang-dong
SDOT001,V02Q1940546,residential_area,Jung-gu,Sindang5(o)-dong
SDOT001,V02Q1940556,residential_area,Seongdong-gu,Seongsu2ga1(il)-dong
SDOT001,V02Q1940549,residential_area,Gwanak-gu,Nangok-dong
SDOT001,V02Q1940558,residential_area,Gwanak-gu,Cheongnyong-dong
SDOT001,V02Q1940560,residential_area,Gwanak-gu,Cheongnyong-dong
SDOT001,V02Q1940576,residential_area,Mapo-gu,Sangam-dong
SDOT001,V02Q1940568,residential_area,Jung-gu,Sindang-dong
SDOT001,V02Q1940571,residential_area,Yongsan-gu,Huam-dong
SDOT001,V02Q1940572,residential_area,Yongsan-gu,Ichon1(il)-dong
SDOT001,V02Q1940561,residential_area,Gwanak-gu,Sinsa-dong
SDOT001,V02Q1940566,industrial_area,Jung-gu,Eulji-ro-dong
SDOT001,V02Q1940570,residential_area,Jung-gu,Dasan-dong
SDOT001,V02Q1940564,residential_area,Jung-gu,Jangchung-dong
SDOT001,V02Q1940567,roads_and_parks,Jung-gu,Eulji-ro-dong
SDOT001,V02Q1940569,residential_area,Seodaemun-gu,Namgajwa1(il)-dong
SDOT001,V02Q1940562,residential_area,Jung-gu,Eulji-ro-dong
SDOT001,V02Q1940573,industrial_area,Jung-gu,Gwanghui-dong
SDOT001,V02Q1940563,residential_area,Seongdong-gu,Wangsimni-doSeondong
SDOT001,V02Q1940574,residential_area,Yongsan-gu,Wonhyo-ro-1(il)-dong
SDOT001,V02Q1940579,residential_area,Mapo-gu,Mangwon2(i)-dong
SDOT001,V02Q1940577,residential_area,Yongsan-gu,Seobinggo-dong
SDOT001,V02Q1940575,residential_area,Seongdong-gu,Haengdang2(i)-dong
SDOT001,V02Q1940578,residential_area,Yongsan-gu,Bogwang-dong
SDOT001,V02Q1940565,residential_area,Seongdong-gu,Seongsu2ga1(il)-dong
SDOT001,V02Q1940581,residential_area,Mapo-gu,Mangwon2(i)-dong
SDOT001,V02Q1940589,residential_area,Gwanak-gu,Seorim-dong
SDOT001,V02Q1940583,residential_area,Mapo-gu,Sogang-dong
SDOT001,V02Q1940585,residential_area,Seodaemun-gu,Sinchon-dong
SDOT001,V02Q1940594,residential_area,Seongdong-gu,Seongsu2ga3(sam)-dong
SDOT001,V02Q1940602,roads_and_parks,Jung-gu,Hoehyeon-dong
SDOT001,V02Q1940597,roads_and_parks,Jung-gu,Hoehyeon-dong
SDOT001,V02Q1940592,residential_area,Seodaemun-gu,Cheonyeon-dong
SDOT001,V02Q1940599,residential_area,Jung-gu,Cheonggu-dong
SDOT001,V02Q1940601,residential_area,Seongdong-gu,Sageun-dong
SDOT001,V02Q1940586,industrial_area,Mapo-gu,Mangwon1(il)-dong
SDOT001,V02Q1940595,residential_area,Yongsan-gu,Wonhyo-ro-2(i)-dong
SDOT001,V02Q1940600,residential_area,Yongsan-gu,Ichon2(i)-dong
SDOT001,V02Q1940580,residential_area,Seongdong-gu,Yongdap-dong
SDOT001,V02Q1940591,residential_area,Gwanak-gu,Seonghyeon-dong
SDOT001,V02Q1940584,residential_area,Yongsan-gu,Huam-dong
SDOT001,V02Q1940588,residential_area,Seongdong-gu,Sageun-dong
SDOT001,V02Q1940590,residential_area,Seongdong-gu,Sageun-dong
SDOT001,V02Q1940596,commercial_area,Jung-gu,Hoehyeon-dong
SDOT001,V02Q1940598,residential_area,Jung-gu,Yaksu-dong
SDOT001,V02Q1940603,residential_area,Seongdong-gu,Yongdap-dong
SDOT001,V02Q1940611,residential_area,Mapo-gu,Hapjeong-dong
SDOT001,V02Q1940610,residential_area,Mapo-gu,Mangwon2(i)-dong
SDOT001,V02Q1940615,residential_area,Seongdong-gu,Geumho-1(il)-dong
SDOT001,V02Q1940617,residential_area,Seongdong-gu,Oksu-dong
SDOT001,V02Q1940609,residential_area,Mapo-gu,Seogyo-dong
SDOT001,V02Q1940605,residential_area,Mapo-gu,Seogyo-dong
SDOT001,V02Q1940612,residential_area,Mapo-gu,Sangam-dong
SDOT001,V02Q1940606,residential_area,Mapo-gu,Daeheung-dong
SDOT001,V02Q1940614,residential_area,Yangcheon-gu,Mok4(sa)-dong
SDOT001,V02Q1940622,industrial_area,Mapo-gu,Seongsan2(i)-dong
SDOT001,V02Q1940613,residential_area,Mapo-gu,Mangwon1(il)-dong
SDOT001,V02Q1940621,residential_area,Mapo-gu,Hapjeong-dong
SDOT001,V02Q1940604,roads_and_parks,Jung-gu,Myeong-dong
SDOT001,V02Q1940608,roads_and_parks,Jung-gu,Myeong-dong
SDOT001,V02Q1940620,residential_area,Mapo-gu,Seongsan2(i)-dong
SDOT001,V02Q1940625,residential_area,Gwanak-gu,Cheongnim-dong
SDOT001,V02Q1940623,residential_area,Seongdong-gu,Majang-dong
SDOT001,V02Q1940624,residential_area,Mapo-gu,Mangwon1(il)-dong
SDOT001,V02Q1940618,residential_area,Mapo-gu,Ahyeon-dong
SDOT001,V02Q1940626,residential_area,Mapo-gu,Seogyo-dong
SDOT001,V02Q1940627,residential_area,Seongdong-gu,Songjeong-dong
SDOT001,V02Q1940633,residential_area,Gwanak-gu,Daehak-dong
SDOT001,V02Q1940628,commercial_area,Seongdong-gu,Majang-dong
SDOT001,V02Q1940647,residential_area,Mapo-gu,Gongdeok-dong
SDOT001,V02Q1940640,residential_area,Mapo-gu,Yeonnam-dong
SDOT001,V02Q1940630,commercial_area,Yongsan-gu,Hangang-ro-dong
SDOT001,V02Q1940648,residential_area,Yongsan-gu,Itaewon1(il)-dong
SDOT001,V02Q1940637,residential_area,Yongsan-gu,Hangang-ro-dong
SDOT001,V02Q1940646,residential_area,Mapo-gu,Hapjeong-dong
SDOT001,V02Q1940643,residential_area,Mapo-gu,Hapjeong-dong
SDOT001,V02Q1940635,residential_area,Mapo-gu,Mangwon2(i)-dong
SDOT001,V02Q1940632,residential_area,Seongdong-gu,Wangsimni-doSeondong
SDOT001,V02Q1940642,industrial_area,Seongdong-gu,Yongdap-dong
SDOT001,V02Q1940634,residential_area,Mapo-gu,Ahyeon-dong
SDOT001,V02Q1940639,residential_area,Seongdong-gu,Eungbong-dong
SDOT001,V02Q1940629,residential_area,Mapo-gu,Gongdeok-dong
SDOT001,V02Q1940644,residential_area,Seongdong-gu,Haengdang1(il)-dong
SDOT001,V02Q1940641,residential_area,Geumcheon-gu,Siheung5(o)-dong
SDOT001,V02Q1940668,residential_area,Yongsan-gu,Ichon1(il)-dong
SDOT001,V02Q1940667,residential_area,Gwanak-gu,Boramae-dong
SDOT001,V02Q1940651,residential_area,Yongsan-gu,Yongsan2(i)-dong
SDOT001,V02Q1940661,residential_area,Mapo-gu,Daeheung-dong
SDOT001,V02Q1940670,industrial_area,Seongdong-gu,Seongsu1ga1(il)-dong
SDOT001,V02Q1940666,residential_area,Gwanak-gu,Inheon-dong
SDOT001,V02Q1940653,residential_area,Mapo-gu,Daeheung-dong
SDOT001,V02Q1940650,residential_area,Mapo-gu,Yeomni-dong
SDOT001,V02Q1940659,residential_area,Yangcheon-gu,Sinwol5(o)-dong
SDOT001,V02Q1940669,residential_area,Gwanak-gu,Namhyeon-dong
SDOT001,V02Q1940664,residential_area,Yongsan-gu,Ichon1(il)-dong
SDOT001,V02Q1940662,residential_area,Gwanak-gu,Yeomchang-dong
SDOT001,V02Q1940658,traditional_markets,Gwanak-gu,Sinwon-dong
SDOT001,V02Q1940660,residential_area,Gwanak-gu,Sinllim-dong
SDOT001,V02Q1940652,residential_area,Gwanak-gu,Jowon-dong
SDOT001,V02Q1940663,residential_area,Gwanak-gu,Namhyeon-dong
SDOT001,V02Q1940671,residential_area,Gwanak-gu,Samseong-dong
SDOT001,V02Q1940673,residential_area,Gwanak-gu,Sinsa-dong
SDOT001,V02Q1940665,traditional_markets,Dobong-gu,Chang2(i)-dong
SDOT001,V02Q1940657,residential_area,Gwanak-gu,Seonghyeon-dong
SDOT001,V02Q1940674,residential_area,Gwanak-gu,Inheon-dong
SDOT001,V02Q1940677,residential_area,Gwanak-gu,Jowon-dong
SDOT001,V02Q1940675,residential_area,Gwanak-gu,Cheongnyong-dong
SDOT001,V02Q1940678,residential_area,Gwanak-gu,Sungin1(il)-dong
SDOT001,V02Q1940679,residential_area,Songpa-gu,Garakbon-dong
SDOT001,V02Q1940676,residential_area,Gwanak-gu,Nanhyang-dong
SDOT001,V02Q1940685,residential_area,Gwanak-gu,Miseong-dong
SDOT001,V02Q1940683,residential_area,Gwanak-gu,Nanhyang-dong
SDOT001,V02Q1940681,residential_area,Gwanak-gu,Namhyeon-dong
SDOT001,V02Q1940692,residential_area,Gwanak-gu,Euncheon-dong
SDOT001,V02Q1940690,roads_and_parks,Geumcheon-gu,Siheung3(sam)-dong
SDOT001,V02Q1940695,residential_area,Jongno-gu,Gyonam-dong
SDOT001,V02Q1940684,residential_area,Mapo-gu,Yonggang-dong
SDOT001,V02Q1940688,residential_area,Mapo-gu,Seongsan1(il)-dong
SDOT001,V02Q1940687,residential_area,Jongno-gu,Dongseon-dong
SDOT001,V02Q1940686,residential_area,Yongsan-gu,Itaewon2(i)-dong
SDOT001,V02Q1940694,residential_area,Gwanak-gu,Cheongnyong-dong
SDOT001,V02Q1940680,residential_area,Gwanak-gu,Boramae-dong
SDOT001,V02Q1940689,residential_area,Gwanak-gu,Cheongnyong-dong
SDOT001,V02Q1940693,roads_and_parks,Geumcheon-gu,Siheung1(il)-dong
SDOT001,V02Q1940699,residential_area,Geumcheon-gu,Siheung2(i)-dong
SDOT001,V02Q1940698,residential_area,Yongsan-gu,Hannam-dong
SDOT001,V02Q1940697,industrial_area,Mapo-gu,Sangam-dong
SDOT001,V02Q1940696,residential_area,Mapo-gu,Yeonnam-dong
SDOT001,V02Q1940703,residential_area,Gwanak-gu,Miseong-dong
SDOT001,V02Q1940704,residential_area,Gwanak-gu,Nanhyang-dong
SDOT001,V02Q1940708,residential_area,Songpa-gu,Jamsil2(i)-dong
SDOT001,V02Q1940700,residential_area,Mapo-gu,Dohwa-dong
SDOT001,V02Q1940707,residential_area,Yangcheon-gu,Sinjeong7(chil)-dong
SDOT001,V02Q1940732,industrial_area,Yangcheon-gu,Sinwol1(il)-dong
SDOT001,V02Q1940720,residential_area,Jongno-gu,Changsin2(i)-dong
SDOT001,V02Q1940724,traditional_markets,Gangnam-gu,Yeoksam2(i)-dong
SDOT001,V02Q1940706,residential_area,Songpa-gu,Songpa2(i)-dong
SDOT001,V02Q1940713,residential_area,Songpa-gu,Bangi2(i)-dong
SDOT001,V02Q1940717,residential_area,Songpa-gu,Jangji-dong
SDOT001,V02Q1940701,residential_area,Gwanak-gu,Miseong-dong
SDOT001,V02Q1940702,residential_area,Geumcheon-gu,Siheung1(il)-dong
SDOT001,V02Q1940712,residential_area,Gangbuk-gu,Ui-dong
SDOT001,V02Q1940714,commercial_area,Songpa-gu,Jamsil6(yuk)-dong
SDOT001,V02Q1940716,residential_area,Jongno-gu,Muak-dong
SDOT001,V02Q1940705,residential_area,Yangcheon-gu,Sinwol2(i)-dong
SDOT001,V02Q1940709,residential_area,Seongdong-gu,Majang-dong
SDOT001,V02Q1940711,traditional_markets,Mapo-gu,Seogyo-dong
SDOT001,V02Q1940718,residential_area,Jongno-gu,Jong-ro5(o).6(yuk)-ga-d
SDOT001,V02Q1940734,residential_area,Songpa-gu,Jamsil6(yuk)-dong
SDOT001,V02Q1940736,residential_area,Songpa-gu,Ogeum-dong
SDOT001,V02Q1940731,residential_area,Yongsan-gu,Seobinggo-dong
SDOT001,V02Q1940727,traditional_markets,Jungnang-gu,Junghwa2(i)-dong
SDOT001,V02Q1940723,residential_area,Mapo-gu,Seogyo-dong
SDOT001,V02Q1940722,residential_area,Mapo-gu,Seogyo-dong
SDOT001,V02Q1940719,residential_area,Jongno-gu,Jong-ro1(il).2(i).3(sam
SDOT001,V02Q1940733,residential_area,Seongdong-gu,Seongsu2ga3(sam)-dong
SDOT001,V02Q1940735,residential_area,Seongdong-gu,Majang-dong
SDOT001,V02Q1940725,residential_area,Gwanak-gu,Jowon-dong
SDOT001,V02Q1940721,residential_area,Jongno-gu,Hyehwa-dong
SDOT001,V02Q1940737,residential_area,Jongno-gu,Pyeongchang-dong
SDOT001,V02Q1940728,residential_area,Mapo-gu,Yeomni-dong
SDOT001,V02Q1940741,residential_area,Yangcheon-gu,Mok5(o)-dong
SDOT001,V02Q1940744,residential_area,Seongdong-gu,Seongsu2ga3(sam)-dong
SDOT001,V02Q1940749,residential_area,Yangcheon-gu,Sinwol2(i)-dong
SDOT001,V02Q1940754,residential_area,Yangcheon-gu,Sinwol4(sa)-dong
SDOT001,V02Q1940743,residential_area,Seongdong-gu,Seongsu2ga1(il)-dong
SDOT001,V02Q1940761,residential_area,Seongdong-gu,Majang-dong
SDOT001,V02Q1940742,residential_area,Songpa-gu,Seokchon-dong
SDOT001,V02Q1940758,residential_area,Seongdong-gu,Haengdang1(il)-dong
SDOT001,V02Q1940750,residential_area,Yangcheon-gu,Sinwol7(chil)-dong
SDOT001,V02Q1940747,traditional_markets,Dongjak-gu,Sang-do1(il)-dong
SDOT001,V02Q1940751,residential_area,Guro-gu,Gu-ro5(o)-dong
SDOT001,V02Q1940748,residential_area,Seongdong-gu,Seongsu1ga1(il)-dong
SDOT001,V02Q1940753,residential_area,Seongdong-gu,Geumho-1(il)-dong
SDOT001,V02Q1940756,traditional_markets,Dongjak-gu,Sang-do4(sa)-dong
SDOT001,V02Q1940760,residential_area,Yangcheon-gu,Sinwol2(i)-dong
SDOT001,V02Q1940752,residential_area,Dobong-gu,Ssangmun4(sa)-dong
SDOT001,V02Q1940745,residential_area,Songpa-gu,Geoyeo1(il)-dong
SDOT001,V02Q1940759,residential_area,Yangcheon-gu,Mok5(o)-dong
SDOT001,V02Q1940746,traditional_markets,Gangbuk-gu,Suyu1(il)-dong
SDOT001,V02Q1940755,residential_area,Nowon-gu,Sanggye2(i)-dong
SDOT001,V02Q1940757,residential_area,Songpa-gu,Geoyeo1(il)-dong
SDOT001,V02Q1940774,residential_area,Yangcheon-gu,Mok5(o)-dong
SDOT001,V02Q1940767,residential_area,Songpa-gu,Samjeon-dong
SDOT001,V02Q1940763,residential_area,Gangbuk-gu,Beon2(i)-dong
SDOT001,V02Q1940762,residential_area,Yangcheon-gu,Mok3(sam)-dong
SDOT001,V02Q1940765,residential_area,Yangcheon-gu,Sinjeong7(chil)-dong
SDOT001,V02Q1940768,residential_area,Songpa-gu,Wirye-dong
SDOT001,V02Q1940769,residential_area,Yangcheon-gu,Sinjeong4(sa)-dong
SDOT001,V02Q1940771,residential_area,Yangcheon-gu,Mok5(o)-dong
SDOT001,V02Q1940772,residential_area,Songpa-gu,Seokchon-dong
SDOT001,V02Q1940773,residential_area,Yangcheon-gu,Sinjeong4(sa)-dong
SDOT001,V02Q1940764,residential_area,Songpa-gu,Oryun-dong
SDOT001,V02Q1940781,residential_area,Songpa-gu,Jamsilbon-dong
SDOT001,V02Q1940777,residential_area,Geumcheon-gu,Siheung4(sa)-dong
SDOT001,V02Q1940783,traditional_markets,Dobong-gu,Chang2(i)-dong
SDOT001,V02Q1940789,residential_area,Gangnam-gu,Samseong2(i)-dong
SDOT001,V02Q1940787,residential_area,Songpa-gu,Jamsil3(sam)-dong
SDOT001,V02Q1940782,residential_area,Gangseo-gu,Hwagok3(sam)-dong
SDOT001,V02Q1940786,residential_area,Seongdong-gu,Seongsu1ga1(il)-dong
SDOT001,V02Q1940790,residential_area,Songpa-gu,Bangi2(i)-dong
SDOT001,V02Q1940799,traditional_markets,Dobong-gu,Chang3(sam)-dong
SDOT001,V02Q1940788,residential_area,Songpa-gu,Jamsil7(chil)-dong
SDOT001,V02Q1940785,residential_area,Dongdaemun-gu,Yongshin-dong
SDOT001,V02Q1940791,residential_area,Songpa-gu,Macheon2(i)-dong
SDOT001,V02Q1940797,residential_area,Jongno-gu,Buam-dong
SDOT001,V02Q1940796,residential_area,Jongno-gu,Sungin2(i)-dong
SDOT001,V02Q1940792,residential_area,Yangcheon-gu,Mok4(sa)-dong
SDOT001,V02Q1940784,residential_area,Songpa-gu,Garak2(i)-dong
SDOT001,V02Q1940798,residential_area,Gangdong-gu,Cheonho1(il)-dong
SDOT001,V02Q1940795,residential_area,Yangcheon-gu,Sinwol4(sa)-dong
SDOT001,V02Q1940793,residential_area,Songpa-gu,Geoyeo2(i)-dong
SDOT001,V02Q1940801,residential_area,Yangcheon-gu,Sinjeong6(yuk)-dong
SDOT001,V02Q1940800,residential_area,Songpa-gu,Jamsil4(sa)-dong
SDOT001,V02Q1940794,residential_area,Yangcheon-gu,Mok2(i)-dong
SDOT001,V02Q1940802,residential_area,Jongno-gu,Pyeongchang-dong
SDOT001,V02Q1940803,residential_area,Yangcheon-gu,Mok1(il)-dong
SDOT001,V02Q1940804,residential_area,Yangcheon-gu,Sinjeong3(sam)-dong
SDOT001,V02Q1940812,roads_and_parks,Gwangjin-gu,Gwangjang-dong
SDOT001,V02Q1940815,roads_and_parks,Gwangjin-gu,Jayang3(sam)-dong
SDOT001,V02Q1940813,roads_and_parks,Mapo-gu,Mangwon1(il)-dong
SDOT001,V02Q1940809,residential_area,Yangcheon-gu,Mok2(i)-dong
SDOT001,V02Q1940821,residential_area,Songpa-gu,Seokchon-dong
SDOT001,V02Q1940806,residential_area,Yangcheon-gu,Mok3(sam)-dong
SDOT001,V02Q1940808,public_facilities,Jongno-gu,Sajik-dong
SDOT001,V02Q1940814,residential_area,Yangcheon-gu,Sinjeong1(il)-dong
SDOT001,V02Q1940816,roads_and_parks,Seocho-gu,Banpo2(i)-dong
SDOT001,V02Q1940811,industrial_area,Songpa-gu,Pungnap2(i)-dong
SDOT001,V02Q1940810,residential_area,Jongno-gu,Changsin1(il)-dong
SDOT001,V02Q1940817,residential_area,Jongno-gu,Hyehwa-dong
SDOT001,V02Q1940805,residential_area,Yangcheon-gu,Sinjeong3(sam)-dong
SDOT001,V02Q1940807,residential_area,Jongno-gu,Sungin2(i)-dong
SDOT001,V02Q1940818,residential_area,Jongno-gu,Changsin1(il)-dong
SDOT001,V02Q1940820,roads_and_parks,Songpa-gu,Jamsil6(yuk)-dong
SDOT001,V02Q1940819,commercial_area,Songpa-gu,Seokchon-dong
SDOT001,V02Q1940822,residential_area,Jongno-gu,Muak-dong
SDOT001,V02Q1940838,roads_and_parks,Songpa-gu,Jamsil2(i)-dong
SDOT001,V02Q1940823,residential_area,Gangbuk-gu,Insu-dong
SDOT001,V02Q1940836,roads_and_parks,Yeongdeungpo-gu,Yeongdeungpo-dong
SDOT001,V02Q1940824,roads_and_parks,Gangseo-gu,Banghwa3(sam)-dong
SDOT001,V02Q1940830,roads_and_parks,Yongsan-gu,Ichon2(i)-dong
SDOT001,V02Q1940825,residential_area,Songpa-gu,Pungnap1(il)-dong
SDOT001,V02Q1940826,residential_area,Yangcheon-gu,Sinjeong2(i)-dong
SDOT001,V02Q1940842,residential_area,Seongdong-gu,Eungbong-dong
SDOT001,V02Q1940833,roads_and_parks,Mapo-gu,Sangam-dong
SDOT001,V02Q1940827,residential_area,Jongno-gu,Ihwa-dong
SDOT001,V02Q1940835,residential_area,Yangcheon-gu,Sinjeong1(il)-dong
SDOT001,V02Q1940829,roads_and_parks,Yeongdeungpo-gu,Munllae-dong
SDOT001,V02Q1940832,residential_area,Songpa-gu,Bangi1(il)-dong
SDOT001,V02Q1940837,residential_area,Jongno-gu,CheongwoonHyoja-dong
SDOT001,V02Q1940834,residential_area,Dongjak-gu,Sadang4(sa)-dong
SDOT001,V02Q1940839,residential_area,Jongno-gu,Jong-ro1(il).2(i).3(sam
SDOT001,V02Q1940841,residential_area,Jongno-gu,Jong-ro5(o).6(yuk)-ga-d
SDOT001,V02Q1940840,residential_area,Jongno-gu,Hyehwa-dong
SDOT001,V02Q1940828,residential_area,Seongdong-gu,Sageun-dong
SDOT001,V02Q1940861,residential_area,Yangcheon-gu,Sinjeong7(chil)-dong
SDOT001,V02Q1940843,residential_area,Jongno-gu,Gahoe-dong
SDOT001,V02Q1940857,roads_and_parks,Jongno-gu,Samcheong-dong
SDOT001,V02Q1940850,residential_area,Yeongdeungpo-gu,Dangsan1(il)-dong
SDOT001,V02Q1940844,residential_area,Jongno-gu,Changsin1(il)-dong
SDOT001,V02Q1940852,residential_area,Seodaemun-gu,Hongje3(sam)-dong
SDOT001,V02Q1940845,residential_area,Songpa-gu,Munjeong1(il)-dong
SDOT001,V02Q1940858,traditional_markets,Guro-gu,Gu-ro4(sa)-dong
SDOT001,V02Q1940862,traditional_markets,Guro-gu,Gu-ro4(sa)-dong
SDOT001,V02Q1940856,residential_area,Yongsan-gu,Hannam-dong
SDOT001,V02Q1940849,residential_area,Yangcheon-gu,Sinwol1(il)-dong
SDOT001,V02Q1940854,residential_area,Mapo-gu,Mangwon1(il)-dong
SDOT001,V02Q1940846,traditional_markets,Dobong-gu,Chang3(sam)-dong
SDOT001,V02Q1940855,residential_area,Yangcheon-gu,Sinjeong4(sa)-dong
SDOT001,V02Q1940859,residential_area,Jongno-gu,Buam-dong
SDOT001,V02Q1940860,traditional_markets,Gwangjin-gu,Jayang1(il)-dong
SDOT001,V02Q1940851,traditional_markets,Gangdong-gu,Amsa1(il)-dong
SDOT001,V02Q1940853,traditional_markets,Gangseo-gu,Hwagok1(il)-dong
SDOT001,V02Q1940848,residential_area,Jongno-gu,Ihwa-dong
SDOT001,V02Q1940847,residential_area,Songpa-gu,Munjeong2(i)-dong
SDOT001,V02Q1940867,residential_area,Yangcheon-gu,Mok3(sam)-dong
SDOT001,V02Q1940878,roads_and_parks,Yeongdeungpo-gu,Yeouido-dong
SDOT001,V02Q1940873,residential_area,Songpa-gu,Pungnap2(i)-dong
SDOT001,V02Q1940874,residential_area,Yangcheon-gu,Sinjeong3(sam)-dong
SDOT001,V02Q1940876,residential_area,Yangcheon-gu,Mok2(i)-dong
SDOT001,V02Q1940877,residential_area,Jongno-gu,Pyeongchang-dong
SDOT001,V02Q1940883,residential_area,Jongno-gu,Sajik-dong
SDOT001,V02Q1940872,residential_area,Eunpyeong-gu,Bulgwang1(il)-dong
SDOT001,V02Q1940884,residential_area,Gwanak-gu,Sinllim-dong
SDOT001,V02Q1940868,residential_area,Seongdong-gu,Yongdap-dong
SDOT001,V02Q1940875,residential_area,Jongno-gu,Changsin2(i)-dong
SDOT001,V02Q1940869,residential_area,Yangcheon-gu,Sinwol4(sa)-dong
SDOT001,V02Q1940864,residential_area,Yangcheon-gu,Mok1(il)-dong
SDOT001,V02Q1940879,residential_area,Seongbuk-gu,Gileum2(i)-dong
SDOT001,V02Q1940871,residential_area,Seongdong-gu,Majang-dong
SDOT001,V02Q1940882,residential_area,Jungnang-gu,Myeonmokbon-dong
SDOT001,V02Q1940866,residential_area,Seongdong-gu,Haengdang2(i)-dong
SDOT001,V02Q1940863,residential_area,Yangcheon-gu,Sinjeong2(i)-dong
SDOT001,V02Q1940865,residential_area,Yangcheon-gu,Mok2(i)-dong
SDOT001,V02Q1940870,residential_area,Seongdong-gu,Seongsu1ga1(il)-dong
SDOT001,V02Q1940885,traditional_markets,Nowon-gu,Sanggye2(i)-dong
SDOT001,V02Q1940935,residential_area,Jung-gu,Jeonnong3(sam)-dong
SDOT001,V02Q1940887,residential_area,Songpa-gu,Samjeon-dong
SDOT001,V02Q1940886,residential_area,Jongno-gu,Samcheong-dong
SDOT001,V02Q1940889,traditional_markets,Dobong-gu,Chang2(i)-dong
SDOT001,V02Q1940888,traditional_markets,Gwangjin-gu,Junggok1(il)-dong
SDOT001,V02Q1940945,traditional_markets,Mapo-gu,Mangwon1(il)-dong
SDOT001,V02Q1940944,traditional_markets,Jungnang-gu,Muk2(i)-dong
SDOT001,V02Q1940951,traditional_markets,Yangcheon-gu,Sinwol1(il)-dong
SDOT001,V02Q1940950,traditional_markets,Nowon-gu,Gongneung1(il)-dong
SDOT001,V02Q1941000,residential_area,Gwanak-gu,Sinllim-dong
SDOT001,V02Q1940948,public_facilities,Geumcheon-gu,Doksan4(sa)-dong
SDOT001,V02Q1940941,traditional_markets,Songpa-gu,Jamsilbon-dong
SDOT001,V02Q1941006,residential_area,Mapo-gu,Ahyeon-dong
SDOT001,V02Q1940942,traditional_markets,Yangcheon-gu,Sinwol1(il)-dong
SDOT001,V02Q1940943,traditional_markets,Yangcheon-gu,Mok3(sam)-dong
SDOT001,V02Q1940947,traditional_markets,Dongjak-gu,Sang-do1(il)-dong
SDOT001,V02Q1940949,traditional_markets,Gangbuk-gu,Mia-dong
SDOT001,V02Q1940952,traditional_markets,Dongjak-gu,Sadang2(i)-dong
SDOT001,V02Q1940953,traditional_markets,Gangnam-gu,Gaepo2(i)-dong
SDOT001,V02Q1941015,residential_area,Seongdong-gu,Seongsu1ga1(il)-dong
SDOT001,V02Q2300007,main_street,Eunpyeong-gu,Jingwan-dong
SDOT001,V02Q2300002,residential_area,Gwanak-gu,Sinllim-dong
SDOT001,V02Q2300001,residential_area,Gwanak-gu,Sinllim-dong
SDOT001,V02Q2300006,main_street,Eunpyeong-gu,Jingwan-dong
SDOT001,V02Q1941013,residential_area,Yangcheon-gu,Dangsan2(i)-dong
SDOT001,V02Q2300003,main_street,Eunpyeong-gu,Bulgwang2(i)-dong
SDOT001,V02Q1940508,residential_area,Jung-gu,Jungnim-dong
SDOT001,V02Q1940500,residential_area,Jung-gu,Donghwa-dong
SDOT001,V02Q1940780,residential_area,Jung-gu,Sogong-dong
SDOT001,V02Q1940524,residential_area,Yongsan-gu,Cheongpa-dong
SDOT001,V02Q1940779,residential_area,Gwangjin-gu,Guui3(sam)-dong
SDOT001,V02Q1940778,residential_area,Yangcheon-gu,Mok1(il)-dong
SDOT001,V02Q1940770,traditional_markets,Gangdong-gu,Amsa1(il)-dong
SDOT001,V02Q1940495,industrial_area,Geumcheon-gu,Doksan1(il)-dong
SDOT001,V02Q1940532,residential_area,Gwanak-gu,Nangok-dong
SDOT001,V02Q1940502,residential_area,Seongdong-gu,Seongsu1ga1(il)-dong
SDOT001,V02Q1940503,residential_area,Seongdong-gu,Songjeong-dong
SDOT001,V02Q1940511,residential_area,Seongdong-gu,Eungbong-dong
SDOT001,V02Q1940496,residential_area,Seongdong-gu,Seongsu2ga1(il)-dong
SDOT001,V02Q1940775,residential_area,Songpa-gu,Songpa1(il)-dong
SDOT001,V02Q1940519,residential_area,Mapo-gu,Sinsu-dong
SDOT001,V02Q1940766,residential_area,Yangcheon-gu,Mok3(sam)-dong
SDOT001,V02Q1940776,residential_area,Yangcheon-gu,Mok2(i)-dong
SDOT001,V02Q1940534,residential_area,Mapo-gu,Daeheung-dong
