모델번호,시리얼,지역,자치구,행정동
SDOT001,V02Q1940143,residential_area,Seongbuk-gu,Wolgok2(i)-dong
SDOT001,V02Q1940136,traditional_markets,Guro-gu,Gu-ro4(sa)-dong
SDOT001,V02Q1940145,residential_area,Gangnam-gu,Nonhyeon1(il)-dong
SDOT001,V02Q1940138,roads_and_parks,Seodaemun-gu,Sinchon-dong
SDOT001,V02Q1940142,traditional_markets,Gangdong-gu,Amsa1(il)-dong
SDOT001,V02Q1940128,residential_area,Nowon-gu,Sanggye3(sam).4(sa)-don
SDOT001,V02Q1940127,residential_area,Yeongdeungpo-gu,Daerim2(i)-dong
SDOT001,V02Q1940135,industrial_area,Dobong-gu,Dobong1(il)-dong
SDOT001,V02Q1940141,residential_area,Seocho-gu,Banpo4(sa)-dong
SDOT001,V02Q1940134,residential_area,Gwangjin-gu,Gunja-dong
SDOT001,V02Q1940146,residential_area,Nowon-gu,Sanggye5(o)-dong
SDOT001,V02Q1940126,residential_area,Gangseo-gu,Banghwa3(sam)-dong
SDOT001,V02Q1940133,residential_area,Yeongdeungpo-gu,Yangpyeong2(i)-dong
SDOT001,V02Q1940140,traditional_markets,Guro-gu,Gocheok2(i)-dong
SDOT001,V02Q1940147,residential_area,Seongbuk-gu,Seokgwan-dong
SDOT001,V02Q1940151,roads_and_parks,Nowon-gu,Sanggye1(il)-dong
SDOT001,V02Q1940167,residential_area,Gangseo-gu,Hwagok8(pal)-dong
SDOT001,V02Q1940152,residential_area,Gangnam-gu,Yeoksam1(il)-dong
SDOT001,V02Q1940148,residential_area,Seocho-gu,Banpobon-dong
SDOT001,V02Q1940163,residential_area,Gangseo-gu,Gonghang-dong
SDOT001,V02Q1940161,residential_area,Gangnam-gu,Apgujeong-dong
SDOT001,V02Q1940156,residential_area,Seongdong-gu,Majang-dong
SDOT001,V02Q1940153,roads_and_parks,Nowon-gu,Sanggye1(il)-dong
SDOT001,V02Q1940164,traditional_markets,Gangnam-gu,Gaepo2(i)-dong
SDOT001,V02Q1940150,industrial_area,Nowon-gu,Sanggye6(yuk).7(chil)-d
SDOT001,V02Q1940159,residential_area,Jungnang-gu,Junghwa2(i)-dong
SDOT001,V02Q1940160,residential_area,Gangbuk-gu,Ui-dong
SDOT001,V02Q1940149,residential_area,Gangnam-gu,Dogok2(i)-dong
SDOT001,V02Q1940155,residential_area,Nowon-gu,Wolgye2(i)-dong
SDOT001,V02Q1940162,residential_area,Gangseo-gu,Hwagok1(il)-dong
SDOT001,V02Q1940168,residential_area,Yeongdeungpo-gu,Munllae-dong
SDOT001,V02Q1940166,residential_area,Gangseo-gu,Deungchon3(sam)-dong
SDOT001,V02Q1940169,residential_area,Yeongdeungpo-gu,Daerim2(i)-dong
SDOT001,V02Q1940157,residential_area,Nowon-gu,Hagye2(i)-dong
SDOT001,V02Q1940173,residential_area,Gangseo-gu,Hwagok4(sa)-dong
SDOT001,V02Q1940181,industrial_area,Gangseo-gu,Hwagok1(il)-dong
SDOT001,V02Q1940172,roads_and_parks,Jungnang-gu,Myeonmok4(sa)-dong
SDOT001,V02Q1940182,residential_area,Gangseo-gu,Hwagok2(i)-dong
SDOT001,V02Q1940176,residential_area,Yeongdeungpo-gu,Sin-gil7(chil)-dong
SDOT001,V02Q1940177,residential_area,Gangnam-gu,Daechi4(sa)-dong
SDOT001,V02Q1940190,roads_and_parks,Dongjak-gu,Sadang2(i)-dong
SDOT001,V02Q1940183,residential_area,Nowon-gu,Junggyebon-dong
SDOT001,V02Q1940171,residential_area,Yeongdeungpo-gu,Dangsan2(i)-dong
SDOT001,V02Q1940180,residential_area,Gangseo-gu,Deungchon2(i)-dong
SDOT001,V02Q1940175,residential_area,Gangnam-gu,Cheongdam-dong
SDOT001,V02Q1940192,residential_area,Gangnam-gu,Cheongdam-dong
SDOT001,V02Q1940170,commercial_area,Yeongdeungpo-gu,Dangsan1(il)-dong
SDOT001,V02Q1940187,residential_area,Gangseo-gu,Hwagok6(yuk)-dong
SDOT001,V02Q1940179,residential_area,Gangseo-gu,Hwagokbon-dong
SDOT001,V02Q1940191,residential_area,Jungnang-gu,Myeonmok5(o)-dong
SDOT001,V02Q1940184,residential_area,Yeongdeungpo-gu,Yangpyeong2(i)-dong
SDOT001,V02Q1940174,residential_area,Yeongdeungpo-gu,Yeongdeungpo-dong
SDOT001,V02Q1940189,residential_area,Gangseo-gu,Hwagokbon-dong
SDOT001,V02Q1940185,residential_area,Yeongdeungpo-gu,Munllae-dong
SDOT001,V02Q1940216,residential_area,Nowon-gu,Sanggye6(yuk).7(chil)-d
SDOT001,V02Q1940208,residential_area,Eunpyeong-gu,Bulgwang1(il)-dong
SDOT001,V02Q1940197,residential_area,Yeongdeungpo-gu,Sin-gil3(sam)-dong
SDOT001,V02Q1940194,residential_area,Dongjak-gu,Sadang1(il)-dong
SDOT001,V02Q1940209,residential_area,Gwangjin-gu,Junggok4(sa)-dong
SDOT001,V02Q1940202,residential_area,Gwangjin-gu,Junggok1(il)-dong
SDOT001,V02Q1940207,residential_area,Gangbuk-gu,Samgaksan-dong
SDOT001,V02Q1940217,industrial_area,Yeongdeungpo-gu,Sin-gil7(chil)-dong
SDOT001,V02Q1940205,residential_area,Dobong-gu,Ssangmun2(i)-dong
SDOT001,V02Q1940199,residential_area,Yeongdeungpo-gu,Yeongdeungpo-dong
SDOT001,V02Q1940210,residential_area,Nowon-gu,Junggye4(sa)-dong
SDOT001,V02Q1940203,residential_area,Dobong-gu,Banghak2(i)-dong
SDOT001,V02Q1940204,residential_area,Gwangjin-gu,Hwayang-dong
SDOT001,V02Q1940193,residential_area,Gangseo-gu,Hwagok8(pal)-dong
SDOT001,V02Q1940215,residential_area,Nowon-gu,Gongneung2(i)-dong
SDOT001,V02Q1940196,residential_area,Yeongdeungpo-gu,Sin-gil1(il)-dong
SDOT001,V02Q1940206,residential_area,Seongbuk-gu,Wolgok1(il)-dong
SDOT001,V02Q1940218,residential_area,Jungnang-gu,Muk2(i)-dong
SDOT001,V02Q1940198,residential_area,Yeongdeungpo-gu,Sin-gil6(yuk)-dong
SDOT001,V02Q1940201,residential_area,Seocho-gu,Seocho3(sam)-dong
SDOT001,V02Q1940220,public_facilities,Geumcheon-gu,Siheung2(i)-dong
SDOT001,V02Q1940235,residential_area,Jungnang-gu,Muk2(i)-dong
SDOT001,V02Q1940243,residential_area,Jungnang-gu,Sangbong2(i)-dong
SDOT001,V02Q1940223,residential_area,Yeongdeungpo-gu,Sin-gil7(chil)-dong
SDOT001,V02Q1940222,commercial_area,Yeongdeungpo-gu,Yeongdeungpo-dong
SDOT001,V02Q1940219,industrial_area,Yeongdeungpo-gu,Munllae-dong
SDOT001,V02Q1940231,commercial_area,Jungnang-gu,Sangbong2(i)-dong
SDOT001,V02Q1940241,residential_area,Jungnang-gu,Sangbong1(il)-dong
SDOT001,V02Q1940226,commercial_area,Nowon-gu,Wolgye1(il)-dong
SDOT001,V02Q1940233,residential_area,Jungnang-gu,Muk1(il)-dong
SDOT001,V02Q1940237,residential_area,Jungnang-gu,Sinnae1(il)-dong
SDOT001,V02Q1940232,residential_area,Jongno-gu,Samcheong-dong
SDOT001,V02Q1940234,residential_area,Nowon-gu,Sanggye2(i)-dong
SDOT001,V02Q1940224,roads_and_parks,Gangnam-gu,Yeoksam1(il)-dong
SDOT001,V02Q1940221,commercial_area,Yeongdeungpo-gu,Yeongdeungpo-dong
SDOT001,V02Q1940239,residential_area,Gangnam-gu,Daechi1(il)-dong
SDOT001,V02Q1940242,residential_area,Dobong-gu,Chang3(sam)-dong
SDOT001,V02Q1940225,residential_area,Jungnang-gu,Myeonmokbon-dong
SDOT001,V02Q1940240,residential_area,Yangcheon-gu,Sinwol1(il)-dong
SDOT001,V02Q1940238,residential_area,Nowon-gu,Sanggye9(gu)-dong
SDOT001,V02Q1940255,commercial_area,Jungnang-gu,Myeonmok3(sam).8(pal)-d
SDOT001,V02Q1940253,roads_and_parks,Gangbuk-gu,Ui-dong
SDOT001,V02Q1940263,residential_area,Seongdong-gu,Yongdap-dong
SDOT001,V02Q1940258,residential_area,Seongdong-gu,Wangsimni2(i)-dong
SDOT001,V02Q1940254,residential_area,Jungnang-gu,Sinnae2(i)-dong
SDOT001,V02Q1940262,residential_area,Gwanak-gu,Jungang-dong
SDOT001,V02Q1940248,residential_area,Jungnang-gu,Mangubon-dong
SDOT001,V02Q1940264,residential_area,Dobong-gu,Dobong2(i)-dong
SDOT001,V02Q1940251,residential_area,Yeongdeungpo-gu,Yangpyeong1(il)-dong
SDOT001,V02Q1940245,industrial_area,Nowon-gu,Sanggye1(il)-dong
SDOT001,V02Q1940256,industrial_area,Yeongdeungpo-gu,Sin-gil7(chil)-dong
SDOT001,V02Q1940252,residential_area,Jungnang-gu,Myeonmok4(sa)-dong
SDOT001,V02Q1940247,public_facilities,Geumcheon-gu,Doksan4(sa)-dong
SDOT001,V02Q1940244,industrial_area,Yeongdeungpo-gu,Yangpyeong2(i)-dong
SDOT001,V02Q1940260,residential_area,Gwanak-gu,Daehak-dong
SDOT001,V02Q1940261,residential_area,Seongdong-gu,Seongsu1ga2(i)-dong
SDOT001,V02Q1940250,residential_area,Jungnang-gu,Myeonmok2(i)-dong
SDOT001,V02Q1940249,residential_area,Seocho-gu,Bangbae3(sam)-dong
SDOT001,V02Q1940246,residential_area,Gangnam-gu,Ilwon2(i)-dong
SDOT001,V02Q1940257,industrial_area,Nowon-gu,Hagye2(i)-dong
SDOT001,V02Q1940268,residential_area,Seocho-gu,Banpo2(i)-dong
SDOT001,V02Q1940267,residential_area,Nowon-gu,Junggyebon-dong
SDOT001,V02Q1940273,residential_area,Gangnam-gu,Nonhyeon2(i)-dong
SDOT001,V02Q1940266,residential_area,Nowon-gu,Gongneung1(il)-dong
SDOT001,V02Q1940277,residential_area,Jungnang-gu,Man-gu3(sam)-dong
SDOT001,V02Q1940265,residential_area,Dobong-gu,Chang2(i)-dong
SDOT001,V02Q1940275,residential_area,Nowon-gu,Sanggye1(il)-dong
SDOT001,V02Q1940278,residential_area,Dongjak-gu,Noryangjin1(il)-dong
SDOT001,V02Q1940287,residential_area,Yangcheon-gu,Sinwol3(sam)-dong
SDOT001,V02Q1940276,residential_area,Seongbuk-gu,Anam-dong
SDOT001,V02Q1940272,residential_area,Gwanak-gu,Haengun-dong
SDOT001,V02Q1940289,residential_area,Dongjak-gu,Sadang3(sam)-dong
SDOT001,V02Q1940286,residential_area,Seongdong-gu,Wangsimni2(i)-dong
SDOT001,V02Q1940284,residential_area,Seongbuk-gu,Samseon-dong
SDOT001,V02Q1940280,residential_area,Gwangjin-gu,Junggok2(i)-dong
SDOT001,V02Q1940271,industrial_area,Gangdong-gu,Gangil-dong
SDOT001,V02Q1940269,residential_area,Gwanak-gu,Samseong-dong
SDOT001,V02Q1940281,residential_area,Nowon-gu,Sanggye10(sip)-dong
SDOT001,V02Q1940259,residential_area,Yangcheon-gu,Mok4(sa)-dong
SDOT001,V02Q1940270,residential_area,Seongdong-gu,Seongsu1ga2(i)-dong
SDOT001,V02Q1940290,residential_area,Nowon-gu,Wolgye1(il)-dong
SDOT001,V02Q1940301,traditional_markets,Dongjak-gu,Sadang2(i)-dong
SDOT001,V02Q1940291,residential_area,Nowon-gu,Wolgye3(sam)-dong
SDOT001,V02Q1940305,residential_area,Gwangjin-gu,Neung-dong
SDOT001,V02Q1940307,residential_area,Jungnang-gu,Myeonmok3(sam).8(pal)-d
SDOT001,V02Q1940294,residential_area,Gwangjin-gu,Guui2(i)-dong
SDOT001,V02Q1940293,residential_area,Gangnam-gu,Gaepo4(sa)-dong
SDOT001,V02Q1940296,industrial_area,Dongjak-gu,Daebang-dong
SDOT001,V02Q1940312,residential_area,Yangcheon-gu,Sinjeong4(sa)-dong
SDOT001,V02Q1940304,residential_area,Dongjak-gu,Sang-do1(il)-dong
SDOT001,V02Q1940297,residential_area,Dongjak-gu,Sadang2(i)-dong
SDOT001,V02Q1940300,residential_area,Gangbuk-gu,Suyu2(i)-dong
SDOT001,V02Q1940308,residential_area,Seocho-gu,Bangbaebon-dong
SDOT001,V02Q1940298,roads_and_parks,Nowon-gu,Sanggye1(il)-dong
SDOT001,V02Q1940309,residential_area,Gangnam-gu,Yeoksam2(i)-dong
SDOT001,V02Q1940299,residential_area,Nowon-gu,Gongneung2(i)-dong
SDOT001,V02Q1940302,roads_and_parks,Jung-gu,Jong-ro1(il).2(i).3(sam
SDOT001,V02Q1940306,residential_area,Gangdong-gu,Cheonho2(i)-dong
SDOT001,V02Q1940292,roads_and_parks,Dongjak-gu,Sadang2(i)-dong
SDOT001,V02Q1940310,residential_area,Seocho-gu,Bangbae2(i)-dong
SDOT001,V02Q1940313,residential_area,Gangnam-gu,Ilwonbon-dong
SDOT001,V02Q1940335,residential_area,Seongbuk-gu,Wolgok1(il)-dong
SDOT001,V02Q1940323,residential_area,Dobong-gu,Chang1(il)-dong
SDOT001,V02Q1940320,residential_area,Dobong-gu,Ssangmun1(il)-dong
SDOT001,V02Q1940314,residential_area,Gangbuk-gu,Songcheon-dong
SDOT001,V02Q1940327,residential_area,Gwangjin-gu,Guui1(il)-dong
SDOT001,V02Q1940319,residential_area,Dongjak-gu,Sang-do4(sa)-dong
SDOT001,V02Q1940328,residential_area,Seongbuk-gu,Donam1(il)-dong
SDOT001,V02Q1940324,residential_area,Dobong-gu,Ssangmun4(sa)-dong
SDOT001,V02Q1940329,residential_area,Dobong-gu,Dobong1(il)-dong
SDOT001,V02Q1940316,residential_area,Dongjak-gu,Sang-do2(i)-dong
SDOT001,V02Q1940330,residential_area,Gangbuk-gu,Samyang-dong
SDOT001,V02Q1940336,residential_area,Eunpyeong-gu,Gusan-dong
SDOT001,V02Q1940317,residential_area,Eunpyeong-gu,Nokbeon-dong
SDOT001,V02Q1940326,residential_area,Eunpyeong-gu,Daejo-dong
SDOT001,V02Q1940325,residential_area,Dobong-gu,Dobong1(il)-dong
SDOT001,V02Q1940322,residential_area,Seongbuk-gu,Jongam-dong
SDOT001,V02Q1940333,residential_area,Eunpyeong-gu,Bulgwang2(i)-dong
SDOT001,V02Q1940332,residential_area,Eunpyeong-gu,Sinsa1(il)-dong
SDOT001,V02Q1940334,residential_area,Dobong-gu,Banghak1(il)-dong
SDOT001,V02Q1940337,residential_area,Eunpyeong-gu,Eungam1(il)-dong
SDOT001,V02Q1940346,traditional_markets,Gangseo-gu,Hwagok1(il)-dong
SDOT001,V02Q1940340,commercial_area,Gangbuk-gu,Mia-dong
SDOT001,V02Q1940339,residential_area,Eunpyeong-gu,Galhyeon1(il)-dong
SDOT001,V02Q1940338,residential_area,Dobong-gu,Banghak3(sam)-dong
SDOT001,V02Q1940351,residential_area,Seongbuk-gu,Seongbuk-dong
SDOT001,V02Q1940357,residential_area,Dongjak-gu,Heukseok-dong
SDOT001,V02Q1940342,residential_area,Dobong-gu,Ssangmun3(sam)-dong
SDOT001,V02Q1940344,residential_area,Seongbuk-gu,Gileum2(i)-dong
SDOT001,V02Q1940341,residential_area,Eunpyeong-gu,Yeokchon-dong
SDOT001,V02Q1940345,commercial_area,Dobong-gu,Chang1(il)-dong
SDOT001,V02Q1940359,residential_area,Gangdong-gu,Myeon-gil1(il)-dong
SDOT001,V02Q1940350,roads_and_parks,Gangdong-gu,Godeok1(il)-dong
SDOT001,V02Q1940355,residential_area,Gangdong-gu,Godeok2(i)-dong
SDOT001,V02Q1940347,residential_area,Eunpyeong-gu,Jeungsan-dong
SDOT001,V02Q1940352,residential_area,Gangdong-gu,Sangil-dong
SDOT001,V02Q1940349,residential_area,Gangdong-gu,Cheonho3(sam)-dong
SDOT001,V02Q1940348,industrial_area,Seocho-gu,Yangjae1(il)-dong
SDOT001,V02Q1940358,residential_area,Eunpyeong-gu,Jingwan-dong
SDOT001,V02Q1940353,residential_area,Gangdong-gu,Myeon-gil2(i)-dong
SDOT001,V02Q1940362,commercial_area,Seongbuk-gu,Gileum1(il)-dong
SDOT001,V02Q1940361,residential_area,Seongbuk-gu,Donam2(i)-dong
SDOT001,V02Q1940360,residential_area,Gangdong-gu,Godeok1(il)-dong
SDOT001,V02Q1940369,residential_area,Geumcheon-gu,Doksan3(sam)-dong
SDOT001,V02Q1940380,residential_area,Seocho-gu,Yangjae2(i)-dong
SDOT001,V02Q1940381,residential_area,Seongbuk-gu,Jeongneung1(il)-dong
SDOT001,V02Q1940382,residential_area,Dongjak-gu,Sadang4(sa)-dong
SDOT001,V02Q1940370,residential_area,Eunpyeong-gu,Bulgwang1(il)-dong
SDOT001,V02Q1940372,industrial_area,Gangdong-gu,Amsa2(i)-dong
SDOT001,V02Q1940363,residential_area,Seodaemun-gu,Hongeun2(i)-dong
SDOT001,V02Q1940368,residential_area,Seocho-gu,Yangjae1(il)-dong
SDOT001,V02Q1940375,commercial_area,Dongjak-gu,Sindaebang2(i)-dong
SDOT001,V02Q1940371,residential_area,Gwangjin-gu,Gwangjang-dong
SDOT001,V02Q1940377,residential_area,Eunpyeong-gu,Eungam2(i)-dong
SDOT001,V02Q1940288,residential_area,Mapo-gu,Sinsu-dong
SDOT001,V02Q1940374,roads_and_parks,Geumcheon-gu,Doksan1(il)-dong
SDOT001,V02Q1940378,residential_area,Gangbuk-gu,Suyu1(il)-dong
SDOT001,V02Q1940379,residential_area,Seongbuk-gu,Jangwi1(il)-dong
SDOT001,V02Q1940364,residential_area,Yangcheon-gu,Sinjeong6(yuk)-dong
SDOT001,V02Q1940383,residential_area,Gwangjin-gu,Jayang4(sa)-dong
SDOT001,V02Q1940387,commercial_area,Gwangjin-gu,Hwayang-dong
SDOT001,V02Q1940393,residential_area,Gwangjin-gu,Jayang3(sam)-dong
SDOT001,V02Q1940385,residential_area,Seodaemun-gu,Bukgajwa1(il)-dong
SDOT001,V02Q1940388,residential_area,Seongbuk-gu,Jeongneung2(i)-dong
SDOT001,V02Q1940392,residential_area,Gwangjin-gu,Guui3(sam)-dong
SDOT001,V02Q1940384,residential_area,Dongjak-gu,Sadang3(sam)-dong
SDOT001,V02Q1940395,residential_area,Yangcheon-gu,Sinwol5(o)-dong
SDOT001,V02Q1940396,industrial_area,Seocho-gu,Seocho3(sam)-dong
SDOT001,V02Q1940390,industrial_area,Dobong-gu,Chang4(sa)-dong
SDOT001,V02Q1940400,residential_area,Seocho-gu,Seocho1(il)-dong
SDOT001,V02Q1940386,residential_area,Gangbuk-gu,Songjung-dong
SDOT001,V02Q1940391,residential_area,Gwangjin-gu,Jayang2(i)-dong
SDOT001,V02Q1940402,residential_area,Seocho-gu,Seocho2(i)-dong
SDOT001,V02Q1940397,residential_area,Dongjak-gu,Sadang5(o)-dong
SDOT001,V02Q1940394,residential_area,Gangbuk-gu,Beon2(i)-dong
SDOT001,V02Q1940403,residential_area,Gwangjin-gu,Jayang1(il)-dong
SDOT001,V02Q1940399,residential_area,Seocho-gu,Seocho3(sam)-dong
SDOT001,V02Q1940401,residential_area,Seongbuk-gu,Jeongneung4(sa)-dong
SDOT001,V02Q1940389,residential_area,Dongjak-gu,Sindaebang2(i)-dong
SDOT001,V02Q1940404,residential_area,Dobong-gu,Chang4(sa)-dong
SDOT001,V02Q1940406,residential_area,Seongbuk-gu,Jeongneung3(sam)-dong
SDOT001,V02Q1940405,industrial_area,Geumcheon-gu,Doksan1(il)-dong
SDOT001,V02Q1940408,residential_area,Gangdong-gu,Amsa2(i)-dong
SDOT001,V02Q1940412,residential_area,Seodaemun-gu,Hongeun1(il)-dong
SDOT001,V02Q1940421,residential_area,Gangdong-gu,Gangil-dong
SDOT001,V02Q1940411,residential_area,Gwangjin-gu,Guui3(sam)-dong
SDOT001,V02Q1940409,residential_area,Gangbuk-gu,Suyu3(sam)-dong
SDOT001,V02Q1940419,residential_area,Seongbuk-gu,Donam1(il)-dong
SDOT001,V02Q1940407,residential_area,Geumcheon-gu,Doksan1(il)-dong
SDOT001,V02Q1940418,residential_area,Seongbuk-gu,Gileum1(il)-dong
SDOT001,V02Q1940413,residential_area,Yangcheon-gu,Sinwol2(i)-dong
SDOT001,V02Q1940416,residential_area,Gwangjin-gu,Guui2(i)-dong
SDOT001,V02Q1940415,residential_area,Seongbuk-gu,Wolgok1(il)-dong
SDOT001,V02Q1940422,residential_area,Seodaemun-gu,Sinchon-dong
SDOT001,V02Q1940417,residential_area,Gangdong-gu,Seongnae3(sam)-dong
SDOT001,V02Q1940414,residential_area,Gangbuk-gu,Beon3(sam)-dong
SDOT001,V02Q1940424,residential_area,Yangcheon-gu,Sinjeong7(chil)-dong
SDOT001,V02Q1940423,commercial_area,Seocho-gu,Bangbae2(i)-dong
SDOT001,V02Q1940420,residential_area,Dongjak-gu,Sang-do3(sam)-dong
SDOT001,V02Q1940425,residential_area,Gwanak-gu,Sinllim-dong
SDOT001,V02Q1940436,residential_area,Jung-gu,Hoehyeon-dong
SDOT001,V02Q1940427,residential_area,Seocho-gu,Seocho4(sa)-dong
SDOT001,V02Q1940429,residential_area,Gangbuk-gu,Insu-dong
SDOT001,V02Q1940431,residential_area,Gangbuk-gu,Beon1(il)-dong
SDOT001,V02Q1940440,residential_area,Gwanak-gu,Sinwon-dong
SDOT001,V02Q1940445,residential_area,Gwanak-gu,Seowon-dong
SDOT001,V02Q1940428,residential_area,Geumcheon-gu,Gasan-dong
SDOT001,V02Q1940430,residential_area,Gangdong-gu,Seongnae2(i)-dong
SDOT001,V02Q1940446,commercial_area,Gwanak-gu,Nakseongdae-dong
SDOT001,V02Q1940439,residential_area,Mapo-gu,Seongsan1(il)-dong
SDOT001,V02Q1940433,roads_and_parks,Seocho-gu,Seocho3(sam)-dong
SDOT001,V02Q1940438,roads_and_parks,Jung-gu,Jong-ro1(il).2(i).3(sam
SDOT001,V02Q1940443,residential_area,Yangcheon-gu,Sinjeong2(i)-dong
SDOT001,V02Q1940444,residential_area,Gwanak-gu,Boramae-dong
SDOT001,V02Q1940441,residential_area,Seongdong-gu,Haengdang1(il)-dong
SDOT001,V02Q1940426,residential_area,Mapo-gu,Seongsan2(i)-dong
SDOT001,V02Q1940435,residential_area,Eunpyeong-gu,Susaek-dong
SDOT001,V02Q1940432,residential_area,Dongjak-gu,Sindaebang1(il)-dong
SDOT001,V02Q1940437,residential_area,Gangdong-gu,Amsa1(il)-dong
SDOT001,V02Q1940447,residential_area,Yangcheon-gu,Sinwol7(chil)-dong
SDOT001,V02Q1940459,residential_area,Mapo-gu,Seongsan1(il)-dong
SDOT001,V02Q1940448,traditional_markets,Gangbuk-gu,Mia-dong
SDOT001,V02Q1940450,residential_area,Mapo-gu,Yeonnam-dong
SDOT001,V02Q1940449,traditional_markets,Mapo-gu,Mangwon1(il)-dong
SDOT001,V02Q1940460,residential_area,Seongdong-gu,Seongsu1ga2(i)-dong
SDOT001,V02Q1940463,residential_area,Seodaemun-gu,Bukgajwa2(i)-dong
SDOT001,V02Q1940462,industrial_area,Gwanak-gu,Sinllim-dong
SDOT001,V02Q1940465,residential_area,Gwanak-gu,Daehak-dong
SDOT001,V02Q1940456,residential_area,Mapo-gu,Yonggang-dong
SDOT001,V02Q1940451,residential_area,Mapo-gu,Seongsan1(il)-dong
SDOT001,V02Q1940467,residential_area,Mapo-gu,Seongsan1(il)-dong
SDOT001,V02Q1940458,residential_area,Gwanak-gu,Nakseongdae-dong
SDOT001,V02Q1940453,residential_area,Yangcheon-gu,Mok5(o)-dong
SDOT001,V02Q1940461,residential_area,Mapo-gu,Sinsu-dong
SDOT001,V02Q1940464,residential_area,Yangcheon-gu,Sinwol7(chil)-dong
SDOT001,V02Q1940468,residential_area,Gwanak-gu,Haengun-dong
SDOT001,V02Q1940455,industrial_area,Yangcheon-gu,Mok5(o)-dong
SDOT001,V02Q1940454,industrial_area,Seongdong-gu,Yongdap-dong
SDOT001,V02Q1940466,residential_area,Mapo-gu,Yeonnam-dong
SDOT001,V02Q1940481,residential_area,Yangcheon-gu,Sinjeong4(sa)-dong
SDOT001,V02Q1940483,residential_area,Geumcheon-gu,Doksan2(i)-dong
SDOT001,V02Q1940486,commercial_area,Geumcheon-gu,Doksan1(il)-dong
SDOT001,V02Q1940470,residential_area,Seodaemun-gu,Yeonhui-dong
SDOT001,V02Q1940471,residential_area,Mapo-gu,Mangwon2(i)-dong
SDOT001,V02Q1940475,residential_area,Eunpyeong-gu,Gusan-dong
SDOT001,V02Q1940478,residential_area,Gangdong-gu,Gil-dong
SDOT001,V02Q1940469,residential_area,Yangcheon-gu,Sinjeong3(sam)-dong
SDOT001,V02Q1940474,residential_area,Geumcheon-gu,Doksan1(il)-dong
SDOT001,V02Q1940476,residential_area,Eunpyeong-gu,Sinsa2(i)-dong
SDOT001,V02Q1940473,residential_area,Seongdong-gu,Geumho-1(il)-dong
SDOT001,V02Q1940472,residential_area,Yangcheon-gu,Sinwol6(yuk)-dong
SDOT001,V02Q1940484,residential_area,Geumcheon-gu,Doksan4(sa)-dong
SDOT001,V02Q1940487,residential_area,Seodaemun-gu,Bukahyeon-dong
SDOT001,V02Q1940488,residential_area,Seodaemun-gu,Yeonhui-dong
SDOT001,V02Q1940477,residential_area,Gangbuk-gu,Ui-dong
SDOT001,V02Q1940479,roads_and_parks,Geumcheon-gu,Doksan4(sa)-dong
SDOT001,V02Q1940480,industrial_area,Yangcheon-gu,Mok5(o)-dong
SDOT001,V02Q1940482,residential_area,Gangdong-gu,Amsa1(il)-dong
SDOT001,V02Q1940489,residential_area,Yangcheon-gu,Mok4(sa)-dong
SDOT001,V02Q1940490,residential_area,Mapo-gu,Yonggang-dong
SDOT001,V02Q1940507,residential_area,Gangdong-gu,Seongnae1(il)-dong
SDOT001,V02Q1940491,residential_area,Seongdong-gu,Yongdap-dong
SDOT001,V02Q1940493,residential_area,Gwanak-gu,Cheongnyong-dong
SDOT001,V02Q1940492,commercial_area,Yangcheon-gu,Sinjeong4(sa)-dong
SDOT001,V02Q1940499,residential_area,Jongno-gu,Sajik-dong
SDOT001,V02Q1940494,residential_area,Seodaemun-gu,Hongje1(il)-dong
SDOT001,V02Q1940501,residential_area,Seongdong-gu,Eungbong-dong
SDOT001,V02Q1940510,residential_area,Gwanak-gu,Seonghyeon-dong
SDOT001,V02Q1940504,residential_area,Seongdong-gu,Haengdang2(i)-dong
SDOT001,V02Q1940498,industrial_area,Jung-gu,Pil-dong
SDOT001,V02Q1940506,residential_area,Gwangjin-gu,Guui3(sam)-dong
SDOT001,V02Q1940509,residential_area,Seodaemun-gu,Hongje2(i)-dong
SDOT001,V02Q1940512,residential_area,Gwanak-gu,Seorim-dong
SDOT001,V02Q1940521,residential_area,Mapo-gu,Sogang-dong
SDOT001,V02Q1940520,residential_area,Seodaemun-gu,Namgajwa2(i)-dong
SDOT001,V02Q1940517,traditional_markets,Gwanak-gu,Sinwon-dong
SDOT001,V02Q1940513,residential_area,Songpa-gu,Macheon1(il)-dong
SDOT001,V02Q1940514,residential_area,Seodaemun-gu,Hongje3(sam)-dong
SDOT001,V02Q1940515,traditional_markets,Guro-gu,Gocheok2(i)-dong
SDOT001,V02Q1940525,residential_area,Yongsan-gu,Hyochang-dong
SDOT001,V02Q1940516,residential_area,Seodaemun-gu,Chunghyeon-dong
SDOT001,V02Q1940527,residential_area,Jung-gu,Hwanghak-dong
SDOT001,V02Q1940536,residential_area,Jung-gu,Gwanghui-dong
SDOT001,V02Q1940522,residential_area,Jongno-gu,Jeonnong3(sam)-dong
SDOT001,V02Q1940530,residential_area,Seongdong-gu,Seongsu1ga1(il)-dong
SDOT001,V02Q1940518,residential_area,Seocho-gu,Jamwon-dong
SDOT001,V02Q1940531,commercial_area,Mapo-gu,Seogyo-dong
SDOT001,V02Q1940535,residential_area,Mapo-gu,Sinsu-dong
SDOT001,V02Q1940537,residential_area,Gwanak-gu,Cheongnyong-dong
